Borough,condition,estrato,property_type,neighborhood,Area,bedrooms,bathrooms,garages,Price
Riomar,Usado,5,Apartamento,Riomar,109,3,3,1,430000000
Riomar,Usado,5,Apartamento,Riomar,178,3,4,2,800000000
Riomar,Usado,5,Apartamento,Riomar,148,3,3,1,420000000
Riomar,Usado,5,Apartamento,Riomar,350,4,4,1,780000000
Riomar,Usado,5,Apartamento,Riomar,143,3,2,1,330000000
Riomar,Usado,5,Casa,Altamira,500,5,6,4,1300000000
Riomar,Usado,5,Apartamento,Andalucía,92,2,2,1,320000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,306,4,4,1,980000000
Norte-Centro Histórico,Usado,5,Apartamento,Las Mercedes,80,2,3,1,285000000
Riomar,Inmobiliaria,5,Apartamento,Andalucía,96,4,3,2,420000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,530,3,4,0,3500000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,444,1,0,0,1500000000
Riomar,Usado,5,Casa,Andalucía,300,4,4,1,650000000
Riomar,Usado,5,Apartamento,Riomar,110,3,2,2,250000000
Riomar,Usado,5,Apartamento,Altamira,145,3,3,1,580000000
Riomar,Usado,5,Apartamento,Riomar,100,3,2,1,270000000
Riomar,Usado,5,Apartamento,Riomar,85,2,2,1,365000000
Riomar,Usado,5,Apartamento,Riomar,153,3,3,4,370000000
Riomar,Usado,5,Apartamento,Riomar,110,3,3,1,330000000
Riomar,Usado,5,Apartamento,Riomar,106,3,2,2,360000000
Riomar,Inmobiliaria,5,Apartamento,Riomar,116,3,3,2,440000000
Riomar,Usado,5,Apartamento,Riomar,169,3,3,1,430000000
Riomar,Usado,5,Apartamento,Riomar,95,2,3,1,390000000
Riomar,Usado,5,Apartamento,Riomar,315,4,3,2,655000000
Riomar,Inmobiliaria,5,Apartamento,Riomar,109,2,2,1,330000000
Riomar,Usado,5,Apartamento,Riomar,55,1,1,1,210000000
Riomar,Inmobiliaria,5,Apartamento,Riomar,77,2,2,1,220000000
Riomar,Usado,5,Apartamento,Riomar,40,1,1,1,150000000
Riomar,Usado,5,Apartamento,Altamira,40,1,2,1,180000000
Riomar,Usado,5,Apartamento,Riomar,95,3,2,2,420000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,104,3,3,1,410000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,112,3,2,1,371500000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,225,3,4,2,870000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,111,4,3,1,371500000
Riomar,Usado,5,Apartamento,Andalucía,95,4,3,2,420000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,115,3,2,1,400000000
Riomar,Usado,5,Apartamento,Andalucía,72,2,2,1,281680000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,170,0,0,0,560000000
Riomar,Usado,5,Apartamento,Andalucía,114,3,3,1,430987500
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,90,2,2,1,345000000
Riomar,Usado,5,Apartamento,Andalucía,160,3,3,2,525000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,108,3,2,1,388000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,120,3,2,2,340000000
Riomar,Usado,5,Apartamento,Andalucía,90,2,2,1,240000000
Riomar,Usado,5,Apartamento,Andalucía,89,2,4,1,320000000
Riomar,Usado,5,Apartamento,Andalucía,149,3,4,1,540000000
Riomar,Usado,5,Apartamento,Andalucía,57,1,1,1,257000000
Riomar,Usado,5,Apartamento,Andalucía,126,3,3,1,300000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,160,3,4,2,550000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,81,2,2,1,275000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,110,4,3,1,425000000
Riomar,Usado,5,Apartamento,Andalucía,114,3,2,1,280000000
Riomar,Usado,5,Apartamento,Andalucía,83,3,2,1,330000000
Riomar,Usado,5,Apartamento,Andalucía,135,3,2,1,360000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,39,1,1,1,290000000
Riomar,Usado,5,Apartamento,Andalucía,72,1,2,1,300000000
Riomar,Usado,5,Apartamento,Andalucía,33,1,1,1,150000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,39,1,1,1,290000000
Riomar,Usado,5,Apartamento,Andalucía,95,3,2,2,420000000
Riomar,Usado,5,Apartamento,Andalucía,39,1,1,1,155000000
Riomar,Usado,5,Apartamento,Andalucía,39,1,1,1,160000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,225,3,5,2,830000000
Riomar,Inmobiliaria,5,Apartamento,Villa del Este,67,2,2,1,263000000
Riomar,Usado,5,Apartamento,Villa del Este,132,3,2,1,380000000
Riomar,Usado,5,Apartamento,Villa del Este,67,2,2,1,255000000
Norte-Centro Histórico,Usado,5,Casa,La Cumbre,254,3,3,3,750000000
Riomar,Usado,5,Casa,Villa del Este,249,3,2,1,650000000
Riomar,Usado,5,Casa,Altos del Prado,650,7,3,2,1200000000
Riomar,Inmobiliaria,5,Apartamento,Villa del Este,142,3,4,2,590000000
Riomar,Usado,5,Apartamento,Villa del Este,163,3,3,2,599000000
Riomar,Usado,5,Apartamento,Villa del Este,94,2,3,2,360000000
Riomar,Usado,5,Apartamento,Villa del Este,110,3,2,1,380000000
Riomar,Inmobiliaria,5,Apartamento,Altos del Prado,123,3,2,1,370000000
Riomar,Usado,5,Apartamento,Villa del Este,147,3,2,1,255000000
Riomar,Usado,5,Apartamento,Villa del Este,124,3,4,2,440000000
Riomar,Usado,5,Apartamento,Villa del Este,67,2,2,1,272000000
Riomar,Usado,5,Apartamento,Villa del Este,163,3,2,1,633883750
Riomar,Usado,5,Apartamento,Villa del Este,124,3,3,2,440000000
Riomar,Usado,5,Apartamento,Villa del Este,142,3,2,1,549241000
Riomar,Usado,5,Apartamento,Villa del Este,124,3,3,2,440000000
Riomar,Usado,5,Apartamento,Andalucía,140,3,2,1,320000000
Riomar,Usado,5,Apartamento,Andalucía,81,2,2,1,285000000
Riomar,Usado,5,Apartamento,Andalucía,131,3,2,2,360000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,62,2,2,1,240000000
Riomar,Usado,5,Apartamento,Andalucía,114,3,2,1,270000000
Riomar,Usado,5,Apartamento,Andalucía,142,3,3,1,320000000
Riomar,Inmobiliaria,5,Apartamento,Andalucía,146,3,2,1,260000000
Riomar,Usado,5,Apartamento,Andalucía,147,3,2,1,255000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,42,1,2,1,160000000
Riomar,Usado,5,Apartamento,Andalucía,86,3,2,1,240000000
Riomar,Usado,5,Apartamento,Andalucía,94,2,2,2,360000000
Norte-Centro Histórico,Inmobiliaria,5,Apartamento,La Campiña,130,3,4,1,650000000
Norte-Centro Histórico,Inmobiliaria,5,Apartamento,La Campiña,111,3,3,1,371500000
Riomar,Usado,5,Apartamento,Andalucía,95,3,2,2,420000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,117,4,5,1,450000000
Riomar,Usado,5,Apartamento,Andalucía,82,2,3,1,370000000
Riomar,Usado,5,Apartamento,Andalucía,40,1,2,1,195000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,604,4,2,2,950000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,390,5,4,2,650000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,94,3,2,1,370000000
Riomar,Usado,5,Apartamento,Andalucía,114,3,2,1,270000000
Riomar,Usado,5,Casa,Andalucía,209,3,3,1,550000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,500,4,3,1,1400000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,90,2,3,1,320000000
Riomar,Usado,5,Apartamento,Altos del Limón,70,2,1,1,245000000
Riomar,Usado,5,Casa,Altos del Limón,204,4,3,1,700000000
Riomar,Usado,5,Apartamento,Altos del Limón,77,2,2,1,220000000
Riomar,Usado,5,Apartamento,Altos del Limón,100,3,3,1,420000000
Riomar,Inmobiliaria,5,Apartamento,Altos del Limón,55,1,1,1,150000000
Riomar,Usado,5,Apartamento,Altos del Limón,92,3,2,1,392000000
Riomar,Usado,5,Apartamento,Altos del Limón,150,3,3,2,560000000
Riomar,Usado,5,Apartamento,Altos del Limón,129,3,3,1,390000000
Riomar,Usado,5,Apartamento,Altos del Limón,210,3,3,1,450000000
Norte-Centro Histórico,Usado,5,Apartamento,Norte-Centro Histórico,85,3,3,1,270000000
Riomar,Usado,5,Apartamento,Altos del Limón,84,3,2,1,290000000
Riomar,Usado,5,Apartamento,Altos del Limón,116,3,3,1,340000000
Riomar,Usado,5,Apartamento,Altos del Limón,107,3,3,1,240000000
Riomar,Inmobiliaria,5,Apartamento,Altos del Limón,231,4,5,2,880000000
Riomar,Usado,5,Apartamento,Altos del Limón,96,3,2,1,259900000
Riomar,Usado,5,Apartamento,Altos del Limón,109,3,2,2,475000000
Riomar,Usado,5,Apartamento,Altos del Limón,85,3,2,1,300000000
Riomar,Usado,5,Casa,Altos del Limón,146,4,4,2,500000000
Riomar,Usado,5,Apartamento,Altos del Limón,97,3,3,2,450000000
Riomar,Usado,5,Apartamento,Buenavista,108,3,2,1,356000000
Riomar,Usado,5,Apartamento,Buenavista,167,3,3,1,800000000
Riomar,Usado,5,Apartamento,Buenavista,145,4,4,2,480000000
Riomar,Usado,5,Apartamento,Buenavista,138,4,4,2,740000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,306,4,3,2,980000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,122,3,3,2,400000000
Riomar,Usado,5,Apartamento,Andalucía,47,1,1,1,180000000
Riomar,Usado,5,Casa,Andalucía,309,4,4,2,650000000
Riomar,Usado,5,Casa,Andalucía,300,3,4,2,650000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,79,2,3,1,295000000
Riomar,Usado,5,Apartamento,Altos del Limón,103,4,3,2,270000000
Riomar,Usado,5,Casa,Altos del Limón,150,3,3,2,580000000
Norte-Centro Histórico,Usado,5,Apartamento,Norte-Centro Histórico,146,3,3,3,500000000
Norte-Centro Histórico,Usado,5,Apartamento,Norte-Centro Histórico,111,3,2,1,370000000
Riomar,Usado,5,Apartamento,Altos del Limón,95,3,3,2,330000000
Riomar,Usado,5,Apartamento,Altos del Limón,141,3,2,2,400000000
Riomar,Usado,5,Apartamento,Altos del Prado,121,3,3,1,395000000
Riomar,Usado,5,Apartamento,Altos del Limón,148,3,3,1,360000000
Riomar,Usado,5,Apartamento,Altos del Limón,105,3,2,1,280000000
Riomar,Usado,5,Apartamento,Altos del Limón,124,3,2,0,340000000
Riomar,Usado,5,Apartamento,Altos del Limón,83,3,2,1,320000000
Riomar,Usado,5,Apartamento,Altos del Limón,90,3,2,1,330000000
Riomar,Usado,5,Casa,Altos del Limón,178,3,3,2,600000000
Riomar,Usado,5,Apartamento,Altos del Limón,112,3,3,1,430000000
Riomar,Usado,5,Apartamento,Altos del Prado,368,4,5,1,750000000
Riomar,Usado,5,Casa,Altos del Limón,178,3,4,2,620000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,119,3,3,2,450000000
Riomar,Usado,5,Apartamento,Andalucía,90,2,3,1,330000000
Riomar,Usado,5,Apartamento,Andalucía,86,2,2,1,250000000
Riomar,Inmobiliaria,5,Apartamento,Andalucía,149,3,4,2,530000000
Riomar,Usado,5,Apartamento,Andalucía,85,2,2,1,285000000
Riomar,Usado,5,Casa,Andalucía,510,4,3,2,800000000
Riomar,Usado,5,Casa,Andalucía,209,3,3,1,590000000
Riomar,Usado,5,Apartamento,Andalucía,87,2,2,1,330000000
Norte-Centro Histórico,Usado,5,Casa,La Campiña,260,3,2,1,950000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,137,3,2,1,300000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,106,3,3,1,390000000
Riomar,Usado,5,Apartamento,Andalucía,71,2,2,1,250000000
Riomar,Usado,5,Apartamento,Andalucía,170,3,3,2,430000000
Riomar,Usado,5,Apartamento,Andalucía,117,3,3,2,387000000
Riomar,Usado,5,Apartamento,Andalucía,149,3,3,1,560000000
Riomar,Usado,5,Apartamento,Andalucía,116,3,2,2,520000000
Riomar,Usado,5,Apartamento,Andalucía,90,2,3,1,293750000
Riomar,Usado,5,Apartamento,Andalucía,124,3,3,2,440000000
Riomar,Usado,5,Apartamento,Andalucía,87,2,2,1,315000000
Riomar,Usado,5,Apartamento,Andalucía,149,3,3,1,560000000
Riomar,Usado,5,Apartamento,Andalucía,47,1,1,1,185000000
Norte-Centro Histórico,Usado,5,Apartamento,La Campiña,43,1,1,1,160000000
Norte-Centro Histórico,Inmobiliaria,5,Apartamento,La Campiña,111,3,3,1,371500000
Riomar,Inmobiliaria,5,Apartamento,Buenavista,230,3,4,1,550000000
Riomar,Usado,5,Apartamento,Buenavista,199,4,6,2,940000000
Riomar,Usado,5,Apartamento,Buenavista,129,3,4,2,590000000
Riomar,Usado,5,Apartamento,Buenavista,299,4,6,4,1650000000
Riomar,Usado,5,Apartamento,Buenavista,108,3,2,2,310000000
Riomar,Usado,5,Apartamento,Villa Santos,80,2,2,1,250000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,315000000
Riomar,Usado,5,Apartamento,Altos de Riomar,74,2,2,1,280000000
Riomar,Usado,5,Apartamento,Altos de Riomar,101,2,2,1,350000000
Riomar,Usado,5,Apartamento,Villa Santos,95,3,2,1,420000000
Riomar,Usado,5,Apartamento,Altos de Riomar,127,3,3,1,340000000
Riomar,Usado,5,Apartamento,Altos de Riomar,116,3,2,1,480000000
Riomar,Usado,5,Apartamento,Santa Mónica,140,2,2,1,400000000
Riomar,Usado,5,Casa,Villa Santos,218,3,3,2,630000000
Riomar,Usado,5,Apartamento,Villa Santos,100,3,2,2,600000000
Riomar,Usado,5,Apartamento,Altos de Riomar,94,2,3,1,310000000
Riomar,Usado,5,Casa,Villa Santos,180,3,3,1,550000000
Riomar,Usado,5,Apartamento,Villa Santos,114,3,3,1,445000000
Riomar,Usado,5,Apartamento,Villa Santos,128,3,3,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,80,2,1,1,280000000
Riomar,Usado,5,Apartamento,Santa Mónica,85,2,3,1,179900000
Riomar,Usado,5,Apartamento,Villa Santos,86,3,3,1,280000000
Riomar,Usado,5,Apartamento,San Vicente,92,3,2,1,220000000
Riomar,Usado,5,Apartamento,Villa Santos,53,1,1,1,210000000
Riomar,Usado,5,Apartamento,Villa Santos,134,3,3,2,580000000
Riomar,Usado,5,Apartamento,Villa Santos,97,3,3,1,355000000
Riomar,Usado,5,Apartamento,Altos de Riomar,150,3,4,2,620000000
Riomar,Usado,5,Casa,Altos de Riomar,191,4,4,1,620000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,2,1,480000000
Riomar,Usado,5,Apartamento,Villa Santos,200,3,4,1,450000000
Riomar,Usado,5,Apartamento,Altos de Riomar,95,3,2,2,440000000
Riomar,Usado,5,Apartamento,Altos de Riomar,71,2,2,1,290000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,175,4,5,2,750000000
Riomar,Usado,5,Apartamento,Altos de Riomar,115,3,3,1,448000000
Riomar,Usado,5,Casa,San Vicente,373,5,4,2,1630000000
Riomar,Usado,5,Casa,Villa Santos,220,3,2,1,710000000
Riomar,Usado,5,Apartamento,Villa Santos,136,3,3,1,619999000
Riomar,Inmobiliaria,5,Apartamento,Altos de Riomar,72,2,2,2,325000000
Riomar,Usado,5,Apartamento,Villa Santos,86,2,3,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,135,3,2,2,395000000
Riomar,Usado,5,Casa,Altos de Riomar,180,3,3,1,650000000
Norte-Centro Histórico,Inmobiliaria,5,Casa,El Prado,15,9,3,5,2500000000
Riomar,Usado,5,Apartamento,Villa Santos,106,2,0,0,400000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,400,4,2,0,1200000000
Riomar,Usado,5,Casa,Villa Santos,125,3,3,0,420000000
Norte-Centro Histórico,Usado,5,Casa,El Tabor,349,6,8,2,1100000000
Riomar,Usado,5,Casa,Altos de Riomar,148,3,2,1,450000000
Riomar,Usado,5,Casa,Villa Santos,175,3,2,2,480000000
Riomar,Usado,5,Apartamento,Villa Santos,57,1,1,1,220000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,2,2,430000000
Riomar,Usado,5,Apartamento,Villa Santos,154,3,2,1,420000000
Riomar,Usado,5,Casa,Villa Santos,200,3,3,1,548000000
Riomar,Usado,5,Apartamento,Altos de Riomar,132,3,3,2,570000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,2,1,310000000
Riomar,Usado,5,Apartamento,Villa Santos,96,3,2,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,116,4,3,2,340000001
Riomar,Usado,5,Apartamento,San Vicente,45,1,1,1,255000000
Riomar,Usado,5,Apartamento,San Vicente,92,2,2,1,280000000
Riomar,Usado,5,Apartamento,Villa Santos,121,2,3,1,450000000
Riomar,Usado,5,Apartamento,San Vicente,84,2,2,2,270000000
Norte-Centro Histórico,Usado,5,Casa,El Prado,525,0,0,0,1500000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,171,3,3,1,490000000
Riomar,Usado,5,Apartamento,Villa Santos,133,3,4,2,580000000
Riomar,Usado,5,Apartamento,Villa Santos,106,3,2,1,350000000
Riomar,Usado,5,Casa,Villa Santos,307,4,4,4,1650000000
Riomar,Usado,5,Casa,San Vicente,300,4,0,0,2000000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,135,3,3,2,605000000
Riomar,Usado,5,Casa,La Castellana,208,4,5,1,1100000000
Riomar,Usado,5,Casa,Villa Santos,209,3,4,3,800000000
Riomar,Usado,5,Apartamento,Altos de Riomar,290,4,4,1,1070000000
Riomar,Usado,5,Casa,Villa Santos,572,4,5,2,2100000000
Riomar,Usado,5,Apartamento,Villa Santos,88,3,2,1,330000000
Riomar,Inmobiliaria,5,Apartamento,San Vicente,240,3,5,4,550000000
Riomar,Usado,5,Apartamento,Altos de Riomar,120,3,3,1,320000000
Riomar,Usado,5,Apartamento,Villa Santos,113,3,2,1,405000000
Riomar,Usado,5,Apartamento,Villa Santos,122,3,3,1,500000000
Riomar,Inmobiliaria,5,Casa,Villa Santos,220,3,3,2,599000000
Riomar,Usado,5,Apartamento,Villa Santos,45,1,1,1,180000000
Riomar,Usado,5,Casa,San Vicente,675,4,4,1,2500000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,3,2,380000000
Riomar,Usado,5,Casa,Villa Santos,200,3,3,2,700000000
Riomar,Usado,5,Casa,Villa Santos,172,3,4,1,650000000
Riomar,Usado,5,Apartamento,Altos de Riomar,136,3,4,2,582017000
Riomar,Usado,5,Casa,La Castellana,369,4,6,2,1960000000
Riomar,Usado,5,Casa,Villa Santos,175,3,3,2,480000000
Riomar,Usado,5,Casa,Villa Santos,280,6,5,2,850000000
Riomar,Usado,5,Apartamento,Villa Santos,152,3,5,2,630000000
Riomar,Usado,5,Casa,Santa Mónica,280,4,4,2,620000000
Riomar,Usado,5,Casa,Villa Santos,306,4,3,4,840000000
Riomar,Usado,5,Apartamento,Villa Santos,114,3,2,1,330000000
Riomar,Usado,5,Apartamento,Villa Santos,162,3,2,2,389000000
Riomar,Usado,5,Apartamento,Altos de Riomar,80,2,2,1,285000000
Riomar,Usado,5,Apartamento,Altos de Riomar,178,4,4,1,356000000
Riomar,Usado,5,Apartamento,Villa Santos,97,2,3,1,350000000
Riomar,Usado,5,Casa,La Castellana,365,4,6,0,2200000000
Riomar,Usado,5,Apartamento,Villa Santos,83,2,3,1,330000000
Riomar,Inmobiliaria,5,Apartamento,San Vicente,70,2,2,1,250000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,87,3,2,1,303000000
Riomar,Usado,5,Apartamento,Villa Santos,87,2,3,2,390000000
Riomar,Usado,5,Apartamento,Villa Santos,53,1,1,1,185000000
Riomar,Usado,5,Apartamento,Villa Santos,53,3,3,1,185000000
Riomar,Usado,5,Apartamento,Villa Santos,101,3,3,1,450000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,3,1,620000000
Riomar,Usado,5,Apartamento,Villa Santos,91,3,2,1,430000000
Riomar,Usado,5,Apartamento,Villa Santos,89,3,2,2,250000000
Riomar,Usado,5,Apartamento,San Vicente,84,2,2,1,280000000
Riomar,Usado,5,Apartamento,Villa Santos,95,3,3,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,117,3,4,1,495000000
Riomar,Usado,5,Apartamento,Villa Santos,87,2,2,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,142,3,3,1,595000000
Riomar,Usado,5,Apartamento,La Castellana,115,3,3,2,383000000
Riomar,Usado,5,Apartamento,Villa Santos,158,3,2,2,449000000
Riomar,Usado,5,Apartamento,Villa Santos,138,3,2,2,550000000
Riomar,Usado,5,Apartamento,Altos de Riomar,145,3,3,2,370000000
Riomar,Usado,5,Apartamento,Altos de Riomar,150,3,3,2,550000000
Riomar,Usado,5,Apartamento,Altos de Riomar,156,3,3,2,450000000
Riomar,Usado,5,Apartamento,Villa Santos,113,3,3,1,460000000
Riomar,Usado,5,Apartamento,Villa Santos,87,3,2,1,330000000
Riomar,Usado,5,Apartamento,Altos de Riomar,151,3,3,2,270000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,3,1,380000000
Riomar,Usado,5,Apartamento,Altos de Riomar,111,3,3,2,530000000
Riomar,Usado,5,Apartamento,Altos de Riomar,78,2,2,1,245000000
Riomar,Usado,5,Apartamento,Altos de Riomar,156,3,3,2,420000000
Riomar,Usado,5,Casa,Altos de Riomar,191,3,3,2,640000000
Riomar,Usado,5,Apartamento,Villa Santos,160,3,5,1,654000000
Norte-Centro Histórico,Usado,5,Apartamento,El Tabor,146,4,2,1,350000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,105,3,2,1,250000000
Riomar,Usado,5,Apartamento,Villa Santos,144,3,2,2,600000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,3,1,380000000
Riomar,Usado,5,Apartamento,Altos de Riomar,270,4,3,2,566500000
Riomar,Usado,5,Apartamento,Altos de Riomar,129,3,3,2,480000000
Riomar,Usado,5,Apartamento,Santa Mónica,116,3,2,1,370000000
Norte-Centro Histórico,Usado,5,Apartamento,Los Alpes,77,2,2,1,308100000
Riomar,Usado,5,Apartamento,San Vicente,130,3,3,1,325000000
Riomar,Usado,5,Apartamento,Villa Santos,113,4,4,1,450000000
Riomar,Usado,5,Apartamento,Santa Mónica,105,3,2,1,360000000
Riomar,Usado,5,Apartamento,Santa Mónica,153,3,3,4,370000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,2,1,360000000
Riomar,Usado,5,Apartamento,San Vicente,135,3,3,2,465000000
Riomar,Usado,5,Apartamento,Santa Mónica,110,3,2,1,360000000
Riomar,Usado,5,Apartamento,Villa Santos,90,2,2,1,310000000
Riomar,Usado,5,Apartamento,Villa Santos,160,3,3,1,630000000
Riomar,Usado,5,Apartamento,Villa Santos,169,3,2,1,510000000
Riomar,Usado,5,Apartamento,Villa Santos,93,3,2,1,320000000
Riomar,Usado,5,Apartamento,Villa Santos,140,3,2,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,142,3,5,2,560000000
Riomar,Usado,5,Apartamento,Altos de Riomar,118,3,2,1,420000000
Riomar,Usado,5,Apartamento,Villa Santos,77,2,2,1,390000000
Riomar,Usado,5,Apartamento,Villa Santos,93,2,2,1,350000000
Riomar,Usado,5,Apartamento,Villa Santos,159,3,4,2,674700000
Riomar,Usado,5,Apartamento,Villa Santos,130,3,2,1,550000000
Riomar,Usado,5,Apartamento,Villa Santos,160,3,4,2,652000000
Riomar,Usado,5,Apartamento,Villa Santos,121,2,3,1,445000000
Riomar,Usado,5,Apartamento,Villa Santos,87,2,3,1,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,112,3,2,1,500000000
Riomar,Usado,5,Apartamento,Villa Santos,87,3,2,1,335000000
Riomar,Usado,5,Apartamento,Villa Santos,87,3,1,0,320000000
Riomar,Usado,5,Apartamento,Altos de Riomar,80,3,2,1,250000000
Riomar,Usado,5,Apartamento,Altos de Riomar,86,2,3,1,328000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,4,0,410000000
Riomar,Usado,5,Apartamento,Villa Santos,120,3,3,1,464728000
Riomar,Usado,5,Apartamento,Altos de Riomar,98,3,2,2,460000000
Riomar,Usado,5,Apartamento,Villa Santos,95,2,2,2,380000000
Riomar,Usado,5,Apartamento,San Vicente,174,3,2,2,675000000
Riomar,Usado,5,Apartamento,Santa Mónica,95,3,3,1,260000000
Riomar,Usado,5,Apartamento,Altos de Riomar,107,4,3,1,265000000
Riomar,Usado,5,Apartamento,San Vicente,70,2,2,1,240000000
Riomar,Usado,5,Apartamento,San Vicente,66,2,2,1,340000000
Riomar,Usado,5,Apartamento,San Vicente,114,3,2,1,280000000
Riomar,Usado,5,Apartamento,Altos de Riomar,131,3,4,1,530000000
Riomar,Usado,5,Apartamento,Altos de Riomar,88,2,2,1,210000000
Riomar,Usado,5,Apartamento,Altos de Riomar,158,3,3,1,655000000
Riomar,Usado,5,Apartamento,Altos de Riomar,177,3,3,1,389000000
Riomar,Inmobiliaria,5,Apartamento,Villa Santos,97,4,3,1,325000000
Riomar,Usado,5,Apartamento,Altos de Riomar,175,3,4,2,580000000
Riomar,Usado,5,Apartamento,San Vicente,150,3,2,2,360000000
Riomar,Usado,5,Apartamento,San Vicente,140,3,4,2,490000000
Riomar,Usado,5,Apartamento,Altos de Riomar,138,3,3,1,596750000
Riomar,Usado,5,Apartamento,Villa Santos,91,2,2,1,265000000
Riomar,Usado,5,Apartamento,Altos de Riomar,130,3,2,2,380000000
Riomar,Usado,5,Apartamento,Villa Campestre,99,2,2,2,400000000
Riomar,Usado,5,Apartamento,Altos de Riomar,121,3,2,1,320000000
Riomar,Usado,5,Apartamento,Villa Santos,116,3,3,1,470000000
Riomar,Usado,5,Apartamento,Villa Santos,130,3,3,2,360000000
Riomar,Usado,5,Apartamento,Altos de Riomar,174,3,4,1,400000000
Riomar,Usado,5,Apartamento,Villa Santos,109,3,3,2,470000000
Riomar,Usado,5,Apartamento,Villa Santos,133,3,2,1,580000000
Riomar,Usado,5,Apartamento,Altos de Riomar,250,3,3,2,595000000
Riomar,Usado,5,Apartamento,Altos de Riomar,91,3,2,2,380000000
Riomar,Usado,5,Apartamento,Villa Santos,122,2,3,2,395000000
Riomar,Usado,5,Apartamento,Altos de Riomar,177,3,4,2,390000000
Riomar,Usado,5,Apartamento,Villa Santos,114,3,2,3,350000000
Norte-Centro Histórico,Usado,5,Apartamento,El Tabor,130,3,3,1,380000000
Riomar,Usado,5,Apartamento,Villa Santos,146,3,3,1,385000000
Riomar,Usado,5,Apartamento,Villa Santos,123,3,3,2,480000000
Riomar,Usado,5,Apartamento,Villa Santos,69,1,1,0,310000000
Riomar,Usado,5,Apartamento,Villa Santos,190,3,4,1,500000000
Riomar,Usado,5,Apartamento,Altos de Riomar,42,1,1,1,170696000
Riomar,Usado,5,Apartamento,Villa Santos,21,3,3,2,710000000
Riomar,Usado,5,Apartamento,Villa Santos,140,3,4,2,1150000000
Riomar,Usado,5,Apartamento,Altos de Riomar,148,3,2,2,380000000
Riomar,Usado,5,Apartamento,Villa Santos,115,4,3,1,370000000
Riomar,Usado,5,Apartamento,Altos de Riomar,190,3,4,1,670000000
Riomar,Usado,5,Apartamento,Altos de Riomar,149,3,4,1,540000000
